Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2021,St. Mary's,MD,Passenger,1,0,1,218,219,0.46
August 31 2018,Montgomery,AL,Passenger,1,0,1,51,52,1.92
March 31 2023,Cumberland,PA,Passenger,1,0,1,47,48,2.08
March 31 2023,Walla Walla,WA,Passenger,209,111,320,35465,35785,0.89
June 30 2017,Santa Clara,CA,Passenger,5,2,7,414,421,1.66
October 31 2021,Wahkiakum,WA,Passenger,17,8,25,3061,3086,0.81
March 31 2022,Fresno,CA,Passenger,1,0,1,171,172,0.58
February 29 2020,Denver,CO,Passenger,1,0,1,130,131,0.76
January 31 2024,Arlington,VA,Passenger,3,0,3,120,123,2.44
November 30 2024,,,Passenger,2,2,4,219,223,1.79
May 31 2021,Walla Walla,WA,Truck,0,0,0,14032,14032,0
May 31 2024,Pend Oreille,WA,Truck,3,0,3,5590,5593,0.05
November 30 2019,Spokane,WA,Passenger,631,464,1095,314427,315522,0.35
February 29 2024,Kent,MI,Passenger,1,0,1,16,17,5.88
November 30 2021,Deschutes,OR,Passenger,2,0,2,127,129,1.55
October 31 2017,Eagle,CO,Passenger,1,0,1,8,9,11.11
November 30 2021,Orange,NC,Passenger,1,0,1,11,12,8.33
July 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
December 31 2024,Medina,TX,Passenger,1,0,1,5,6,16.67
February 28 2019,Whatcom,WA,Passenger,786,379,1165,149569,150734,0.77
January 31 2023,Island,WA,Passenger,951,398,1349,61031,62380,2.16
July 31 2018,Stevens,WA,Passenger,11,25,36,31638,31674,0.11
November 30 2019,Kootenai,ID,Passenger,1,2,3,238,241,1.24
July 31 2021,San Diego,CA,Passenger,21,4,25,2609,2634,0.95
August 31 2019,Franklin,WA,Truck,0,0,0,19485,19485,0
June 30 2019,Williamson,TX,Passenger,0,1,1,162,163,0.61
December 31 2020,Cascade,MT,Passenger,0,1,1,64,65,1.54
January 31 2021,Stafford,VA,Passenger,2,1,3,103,106,2.83
July 31 2017,Stevens,WA,Truck,0,0,0,18197,18197,0
January 31 2023,Norfolk,VA,Passenger,2,3,5,280,285,1.75
February 29 2020,Kern,CA,Passenger,0,1,1,223,224,0.45
July 31 2017,Polk,FL,Passenger,1,0,1,68,69,1.45
January 31 2024,Benton,AR,Passenger,1,0,1,21,22,4.55
April 30 2021,DeKalb,GA,Passenger,1,0,1,67,68,1.47
July 31 2018,Garfield,WA,Passenger,1,1,2,1321,1323,0.15
December 31 2023,Multnomah,OR,Passenger,2,1,3,457,460,0.65
November 30 2024,Cumberland,PA,Passenger,1,0,1,33,34,2.94
June 30 2019,Tarrant,TX,Passenger,3,0,3,210,213,1.41
June 30 2021,Washtenaw,MI,Passenger,0,1,1,31,32,3.12
April 30 2020,Contra Costa,CA,Passenger,3,2,5,318,323,1.55
March 31 2023,Pend Oreille,WA,Truck,0,0,0,5580,5580,0
August 31 2024,Kent,RI,Truck,1,0,1,2,3,33.33
October 31 2024,Rockingham,NH,Passenger,1,0,1,13,14,7.14
May 31 2023,Kitsap,WA,Truck,69,0,69,52286,52355,0.13
November 30 2023,Norfolk,VA,Passenger,1,1,2,257,259,0.77
August 31 2022,Kings,CA,Passenger,2,1,3,304,307,0.98
January 31 2020,Newport,RI,Passenger,0,1,1,85,86,1.16
January 31 2023,Cowlitz,WA,Truck,7,0,7,28308,28315,0.02
July 31 2023,Do�a Ana,NM,Passenger,1,0,1,15,16,6.25
April 30 2018,Skagit,WA,Passenger,183,154,337,90008,90345,0.37
March 31 2017,Kitsap,WA,Passenger,572,289,861,172453,173314,0.5
March 31 2018,Asotin,WA,Passenger,8,5,13,12615,12628,0.1
March 31 2020,Sarasota,FL,Passenger,2,0,2,42,44,4.55
May 31 2019,Island,WA,Truck,0,0,0,21226,21226,0
July 31 2018,Skamania,WA,Truck,0,0,0,3963,3963,0
August 31 2023,New Haven,CT,Passenger,0,2,2,24,26,7.69
March 31 2024,Saratoga,NY,Passenger,1,1,2,36,38,5.26
March 31 2017,Snohomish,WA,Passenger,1656,848,2504,513260,515764,0.49
December 31 2020,Ferry,WA,Truck,0,0,0,3609,3609,0
August 31 2020,Arlington,VA,Passenger,0,2,2,156,158,1.27
April 30 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
December 31 2019,San Francisco,CA,Passenger,2,2,4,108,112,3.57
February 28 2019,Santa Clara,CA,Passenger,8,1,9,391,400,2.25
August 31 2020,DeKalb,GA,Passenger,1,0,1,83,84,1.19
June 30 2018,St. Clair,IL,Passenger,0,1,1,160,161,0.62
October 31 2020,Mercer,NJ,Passenger,0,1,1,12,13,7.69
August 31 2024,Yakima,WA,Truck,22,0,22,60704,60726,0.04
October 31 2020,Tarrant,TX,Passenger,1,0,1,180,181,0.55
June 30 2024,Carroll,MD,Passenger,0,1,1,15,16,6.25
December 31 2019,Greene,MO,Passenger,0,1,1,35,36,2.78
August 31 2018,Pacific,WA,Passenger,19,22,41,15665,15706,0.26
August 31 2017,Howard,MD,Passenger,0,2,2,90,92,2.17
October 31 2023,Norfolk,VA,Passenger,1,1,2,261,263,0.76
July 31 2018,Richland,SC,Passenger,0,1,1,169,170,0.59
October 31 2020,Ferry,WA,Truck,0,0,0,3598,3598,0
April 30 2024,,,Passenger,3,2,5,246,251,1.99
August 31 2019,Monterey,CA,Passenger,0,1,1,194,195,0.51
December 31 2023,Asotin,WA,Truck,0,0,0,6588,6588,0
May 31 2022,Placer,CA,Passenger,2,0,2,80,82,2.44
June 30 2020,Muskogee,OK,Passenger,0,1,1,1,2,50
May 31 2018,Clark,WA,Truck,0,0,0,78880,78880,0
December 31 2023,Rockdale,GA,Passenger,1,0,1,9,10,10
October 31 2019,Sangamon,IL,Passenger,1,0,1,5,6,16.67
February 28 2023,Arapahoe,CO,Passenger,1,1,2,92,94,2.13
August 31 2019,Greene,MO,Passenger,0,1,1,37,38,2.63
December 31 2023,New Castle,DE,Passenger,1,0,1,18,19,5.26
November 30 2024,Madison,IL,Passenger,1,0,1,10,11,9.09
May 31 2019,Lee,FL,Passenger,1,0,1,51,52,1.92
February 28 2022,Kauai,HI,Passenger,1,0,1,23,24,4.17
April 30 2024,Sarpy,NE,Passenger,1,0,1,63,64,1.56
September 30 2022,Flathead,MT,Passenger,1,0,1,38,39,2.56
January 31 2023,Bristol,MA,Passenger,1,0,1,10,11,9.09
June 30 2021,Dallas,IA,Passenger,0,1,1,11,12,8.33
November 30 2019,Whitman,WA,Passenger,41,46,87,22684,22771,0.38
April 30 2023,Prince George's,MD,Passenger,2,1,3,133,136,2.21
April 30 2023,Pulaski,AR,Passenger,3,0,3,32,35,8.57
May 31 2024,Goochland,VA,Passenger,2,0,2,50,52,3.85
November 30 2023,San Juan,WA,Passenger,679,191,870,13670,14540,5.98
October 31 2021,Nueces,TX,Passenger,1,0,1,75,76,1.32
October 31 2021,Pima,AZ,Passenger,1,1,2,310,312,0.64
April 30 2021,Alameda,CA,Passenger,4,0,4,266,270,1.48
April 30 2021,Montgomery,OH,Passenger,0,1,1,59,60,1.67
April 30 2019,Walla Walla,WA,Truck,0,0,0,13601,13601,0
August 31 2024,Kootenai,ID,Truck,1,0,1,18,19,5.26
June 30 2020,Spokane,WA,Truck,1,0,1,98267,98268,0
February 28 2022,Chelan,WA,Truck,0,0,0,23047,23047,0
October 31 2017,Columbia,WA,Truck,0,0,0,1543,1543,0
April 30 2024,San Diego,CA,Passenger,25,7,32,2002,2034,1.57
October 31 2020,Salt Lake,UT,Passenger,1,1,2,197,199,1.01
January 31 2023,District of Columbia,DC,Passenger,2,0,2,160,162,1.23
May 31 2022,Skamania,WA,Passenger,70,45,115,8178,8293,1.39
February 28 2018,Virginia Beach,VA,Passenger,2,1,3,681,684,0.44
August 31 2019,Contra Costa,CA,Passenger,2,1,3,360,363,0.83
November 30 2022,Hardin,KY,Passenger,1,0,1,68,69,1.45
May 31 2022,Grays Harbor,WA,Truck,0,0,0,21286,21286,0
April 30 2021,Pierce,WA,Truck,0,0,0,145772,145772,0
May 31 2024,Whatcom,WA,Truck,109,0,109,42427,42536,0.26
August 31 2023,Jefferson,WA,Truck,11,0,11,9325,9336,0.12
August 31 2021,Lincoln,WA,Truck,0,0,0,4769,4769,0
June 30 2021,Skagit,WA,Passenger,590,273,863,91849,92712,0.93
July 31 2017,Norfolk,MA,Passenger,1,0,1,40,41,2.44
March 31 2019,Norfolk,VA,Passenger,2,2,4,342,346,1.16
May 31 2022,Whitman,WA,Passenger,84,58,142,21960,22102,0.64
November 30 2021,Los Angeles,CA,Passenger,8,6,14,932,946,1.48
August 31 2024,Leavenworth,KS,Passenger,4,3,7,75,82,8.54
August 31 2019,Clallam,WA,Truck,1,0,1,21819,21820,0
September 30 2020,Benton,WA,Truck,0,0,0,43068,43068,0
February 28 2022,Kittitas,WA,Passenger,217,74,291,29745,30036,0.97
June 30 2021,Clackamas,OR,Passenger,2,0,2,192,194,1.03
November 30 2017,Duval,FL,Passenger,1,1,2,362,364,0.55
September 30 2021,Chesapeake,VA,Passenger,1,1,2,415,417,0.48
March 31 2023,El Paso,CO,Passenger,3,5,8,565,573,1.4
December 31 2017,Gwinnett,GA,Passenger,0,1,1,88,89,1.12
December 31 2024,Penobscot,ME,Passenger,0,2,2,3,5,40
August 31 2022,Lewis,WA,Passenger,240,179,419,59605,60024,0.7
August 31 2024,Skamania,WA,Passenger,159,55,214,7849,8063,2.65
June 30 2022,Franklin,WA,Truck,0,0,0,20872,20872,0
March 31 2022,Deschutes,OR,Passenger,2,0,2,122,124,1.61
August 31 2023,St. Louis,MO,Passenger,1,0,1,57,58,1.72
August 31 2020,Fresno,CA,Passenger,1,0,1,196,197,0.51
December 31 2024,Howard,MD,Passenger,1,2,3,49,52,5.77
January 31 2022,Baltimore,MD,Passenger,1,0,1,96,97,1.03
January 31 2021,San Francisco,CA,Passenger,1,2,3,104,107,2.8
July 31 2024,Forsyth,GA,Passenger,1,0,1,7,8,12.5
July 31 2024,Howard,MD,Passenger,0,2,2,52,54,3.7
February 28 2017,Norfolk,MA,Passenger,1,0,1,39,40,2.5
August 31 2024,Richmond,VA,Passenger,1,0,1,8,9,11.11
January 31 2017,Arlington,VA,Passenger,1,1,2,185,187,1.07
March 31 2017,Ventura,CA,Passenger,0,2,2,389,391,0.51
October 31 2023,Anne Arundel,MD,Passenger,4,2,6,293,299,2.01
August 31 2018,Richland,SC,Passenger,0,1,1,171,172,0.58
November 30 2024,Lane,OR,Passenger,0,1,1,53,54,1.85
December 31 2022,Dorchester,SC,Passenger,1,0,1,55,56,1.79
May 31 2019,Charleston,SC,Passenger,1,0,1,121,122,0.82
September 30 2021,Salt Lake,UT,Passenger,1,1,2,190,192,1.04
October 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
September 30 2019,Virginia Beach,VA,Passenger,1,0,1,703,704,0.14
December 31 2017,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
October 31 2023,Sedgwick,KS,Passenger,0,1,1,60,61,1.64
October 31 2022,Ulster,NY,Passenger,1,0,1,12,13,7.69
April 30 2021,Yakima,WA,Passenger,208,139,347,169105,169452,0.2
July 31 2019,DeKalb,GA,Passenger,1,0,1,82,83,1.2
January 31 2017,St. Mary's,MD,Passenger,0,1,1,207,208,0.48
February 28 2017,Portsmouth,VA,Passenger,0,1,1,67,68,1.47
October 31 2021,Travis,TX,Passenger,4,4,8,161,169,4.73
November 30 2020,Salt Lake,UT,Passenger,1,1,2,194,196,1.02
July 31 2024,Anne Arundel,MD,Truck,1,0,1,38,39,2.56
September 30 2021,Bartow,GA,Passenger,0,1,1,4,5,20
February 29 2024,Bartow,GA,Passenger,0,1,1,2,3,33.33
May 31 2017,Fulton,GA,Passenger,1,0,1,118,119,0.84
June 30 2024,Mason,WA,Truck,24,0,24,20467,20491,0.12
February 29 2020,Kootenai,ID,Passenger,1,2,3,239,242,1.24
April 30 2018,Alameda,CA,Passenger,0,1,1,364,365,0.27
January 31 2024,Geary,KS,Passenger,1,0,1,75,76,1.32
May 31 2023,Pima,AZ,Passenger,1,0,1,235,236,0.42
January 31 2024,Providence,RI,Passenger,1,0,1,18,19,5.26
February 28 2021,Polk,FL,Passenger,1,0,1,71,72,1.39
March 31 2021,Kern,CA,Passenger,0,1,1,214,215,0.47
July 31 2024,Lexington,SC,Passenger,1,0,1,15,16,6.25
January 31 2020,Mason,WA,Passenger,150,132,282,47600,47882,0.59
November 30 2021,Grant,WA,Passenger,131,96,227,66879,67106,0.34
April 30 2022,Honolulu,HI,Passenger,5,5,10,428,438,2.28
July 31 2022,Bell,TX,Passenger,1,0,1,327,328,0.3
December 31 2021,Nueces,TX,Passenger,1,1,2,75,77,2.6
September 30 2022,Burlington,NJ,Passenger,0,2,2,99,101,1.98
December 31 2018,Wise,TX,Passenger,1,0,1,4,5,20
August 31 2024,Whitman,WA,Truck,11,0,11,8605,8616,0.13
February 28 2021,San Diego,CA,Passenger,15,3,18,2701,2719,0.66
December 31 2021,Currituck,NC,Passenger,1,0,1,24,25,4
April 30 2021,Platte,MO,Passenger,1,0,1,18,19,5.26
September 30 2019,Harrison,MS,Passenger,1,0,1,64,65,1.54
March 31 2023,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
October 31 2023,New Haven,CT,Passenger,1,2,3,25,28,10.71
August 31 2021,Shelby,OH,Passenger,0,1,1,4,5,20
December 31 2021,Yakima,WA,Truck,0,0,0,61752,61752,0
May 31 2024,Whitman,WA,Truck,11,0,11,8604,8615,0.13
August 31 2023,Stevens,WA,Passenger,123,69,192,29504,29696,0.65
July 31 2022,Los Angeles,CA,Passenger,4,7,11,859,870,1.26
April 30 2021,Anne Arundel,MD,Passenger,2,1,3,389,392,0.77
April 30 2019,Kern,CA,Passenger,0,1,1,225,226,0.44
May 31 2019,Larimer,CO,Passenger,1,0,1,61,62,1.61
April 30 2021,Hudson,NJ,Passenger,1,0,1,45,46,2.17
August 31 2022,Adams,WA,Passenger,21,9,30,12924,12954,0.23
June 30 2024,Whatcom,WA,Truck,109,0,109,42387,42496,0.26
April 30 2022,Grant,WA,Truck,0,0,0,28056,28056,0
April 30 2021,Fort Bend,TX,Passenger,1,0,1,40,41,2.44
March 31 2023,Coryell,TX,Passenger,1,0,1,79,80,1.25
September 30 2023,Currituck,NC,Passenger,1,0,1,21,22,4.55
September 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20
July 31 2018,Adams,WA,Truck,0,0,0,5157,5157,0
May 31 2020,Palm Beach,FL,Passenger,0,2,2,83,85,2.35
December 31 2022,Pulaski,AR,Passenger,3,0,3,35,38,7.89
October 31 2018,Madison,ID,Passenger,1,0,1,36,37,2.7
April 30 2023,Chatham,NC,Passenger,1,0,1,6,7,14.29
September 30 2024,San Juan,WA,Passenger,774,221,995,13497,14492,6.87
January 31 2022,Onslow,NC,Passenger,0,1,1,163,164,0.61
February 28 2023,El Paso,CO,Passenger,3,5,8,582,590,1.36
October 31 2017,Franklin,OH,Passenger,0,1,1,113,114,0.88
January 31 2021,El Paso,TX,Passenger,2,0,2,402,404,0.5
October 31 2024,Orange,FL,Passenger,3,0,3,35,38,7.89
September 30 2017,Walla Walla,WA,Passenger,27,28,55,35019,35074,0.16
December 31 2023,Adams,WA,Passenger,28,15,43,13065,13108,0.33
July 31 2021,El Paso,CO,Passenger,3,1,4,697,701,0.57
November 30 2023,Jefferson,NY,Passenger,2,0,2,189,191,1.05
March 31 2017,Anne Arundel,MD,Passenger,0,1,1,502,503,0.2
January 31 2021,Mercer,NJ,Passenger,0,1,1,11,12,8.33
March 31 2024,Sacramento,CA,Truck,1,0,1,32,33,3.03
July 31 2017,Eagle,CO,Passenger,1,0,1,7,8,12.5
January 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
November 30 2017,Alameda,CA,Passenger,0,1,1,362,363,0.28
August 31 2022,Stafford,VA,Passenger,2,1,3,91,94,3.19
July 31 2018,San Juan,WA,Passenger,149,62,211,14108,14319,1.47
April 30 2024,Charleston,SC,Passenger,0,2,2,52,54,3.7
March 31 2017,Okanogan,WA,Passenger,3,16,19,25637,25656,0.07
November 30 2020,Chelan,WA,Truck,0,0,0,22757,22757,0
August 31 2017,Canyon,ID,Passenger,0,1,1,105,106,0.94
February 28 2019,Nueces,TX,Passenger,1,1,2,92,94,2.13
May 31 2024,Prince William,VA,Passenger,2,4,6,135,141,4.26
July 31 2019,Bucks,PA,Passenger,1,0,1,25,26,3.85
April 30 2019,Saratoga,NY,Passenger,1,0,1,56,57,1.75
February 29 2020,Cascade,MT,Passenger,0,1,1,64,65,1.54
November 30 2023,Richmond,NY,Passenger,1,0,1,3,4,25
May 31 2019,Asotin,WA,Passenger,12,8,20,12668,12688,0.16
March 31 2017,Virginia Beach,VA,Passenger,2,1,3,652,655,0.46
October 31 2019,DeKalb,GA,Passenger,1,0,1,86,87,1.15
October 31 2020,Plaquemines,LA,Passenger,0,1,1,14,15,6.67
May 31 2023,Larimer,CO,Passenger,1,0,1,40,41,2.44
February 29 2024,Stevens,WA,Truck,3,0,3,18694,18697,0.02
January 31 2025,Garfield,WA,Passenger,0,3,3,1275,1278,0.23
March 31 2017,Manatee,FL,Passenger,1,0,1,55,56,1.79
October 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,84,85,1.18
June 30 2023,Jefferson,NY,Passenger,2,0,2,199,201,1
February 28 2017,Durham,NC,Passenger,0,1,1,37,38,2.63
February 28 2019,Montgomery,AL,Passenger,1,1,2,46,48,4.17
September 30 2024,DuPage,IL,Passenger,3,0,3,25,28,10.71
June 30 2019,Norfolk,MA,Passenger,1,0,1,42,43,2.33
March 31 2022,Howard,IN,Passenger,0,1,1,6,7,14.29
October 31 2023,Allen,IN,Passenger,1,0,1,11,12,8.33
September 30 2023,Richmond,NY,Passenger,1,0,1,3,4,25
January 31 2020,Clay,FL,Passenger,0,1,1,90,91,1.1
May 31 2021,Allen,IN,Passenger,1,0,1,20,21,4.76
November 30 2021,Mohave,AZ,Passenger,1,0,1,61,62,1.61
March 31 2020,Bucks,PA,Passenger,1,0,1,24,25,4
March 31 2018,Whatcom,WA,Passenger,575,260,835,146049,146884,0.57
October 31 2022,Salt Lake,UT,Passenger,2,1,3,153,156,1.92
October 31 2022,Hamilton,OH,Truck,1,0,1,3,4,25
September 30 2017,Whatcom,WA,Truck,2,0,2,41826,41828,0
June 30 2018,Klickitat,WA,Truck,0,0,0,8109,8109,0
November 30 2023,Klickitat,WA,Truck,13,0,13,8208,8221,0.16
June 30 2023,Lane,OR,Passenger,0,2,2,86,88,2.27
July 31 2020,Camden,NJ,Passenger,0,1,1,22,23,4.35
January 31 2025,Kauai,HI,Passenger,0,1,1,14,15,6.67
August 31 2024,Virginia Beach,VA,Passenger,4,3,7,399,406,1.72
April 30 2020,Ventura,CA,Passenger,0,2,2,308,310,0.65
October 31 2022,Monterey,CA,Passenger,0,3,3,143,146,2.05
September 30 2021,Chelan,WA,Truck,0,0,0,23082,23082,0
April 30 2021,Sarasota,FL,Passenger,2,0,2,40,42,4.76
December 31 2023,Johnson,MO,Passenger,1,0,1,21,22,4.55
September 30 2019,King,WA,Passenger,20409,7241,27650,1393926,1421576,1.95
June 30 2018,Jefferson,WA,Truck,0,0,0,9540,9540,0
January 31 2017,Dane,WI,Passenger,1,0,1,198,199,0.5
June 30 2018,Moore,NC,Passenger,0,1,1,195,196,0.51
October 31 2024,Cumberland,NC,Passenger,3,2,5,283,288,1.74
April 30 2021,Utah,UT,Passenger,0,1,1,137,138,0.72
June 30 2024,Escambia,FL,Passenger,0,1,1,113,114,0.88
March 31 2023,Madison,IL,Passenger,2,0,2,18,20,10
June 30 2024,Polk,OR,Passenger,1,1,2,15,17,11.76
May 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20
October 31 2024,Spokane,WA,Truck,155,0,155,100637,100792,0.15
August 31 2017,Benton,WA,Truck,0,0,0,40163,40163,0
September 30 2023,Whatcom,WA,Truck,67,0,67,42550,42617,0.16
September 30 2017,Jefferson,WA,Passenger,114,65,179,23996,24175,0.74
June 30 2017,Cowlitz,WA,Passenger,50,60,110,69642,69752,0.16
February 29 2024,Clark,WA,Passenger,7555,2760,10315,313187,323502,3.19
January 31 2017,Montgomery,MD,Passenger,1,0,1,317,318,0.31
June 30 2017,Fulton,GA,Passenger,1,0,1,116,117,0.85
November 30 2021,Arlington,VA,Passenger,1,1,2,149,151,1.32
November 30 2024,Larimer,CO,Passenger,1,0,1,21,22,4.55
December 31 2024,Walla Walla,WA,Passenger,371,194,565,34819,35384,1.6
July 31 2022,Jefferson,WA,Passenger,443,221,664,24496,25160,2.64
April 30 2021,El Paso,CO,Passenger,3,1,4,712,716,0.56
August 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25
October 31 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
May 31 2023,Henrico,VA,Passenger,0,1,1,16,17,5.88
June 30 2020,Kent,MI,Passenger,0,1,1,30,31,3.23
December 31 2021,Nassau,NY,Passenger,4,0,4,34,38,10.53
March 31 2021,Garfield,WA,Truck,0,0,0,1009,1009,0
January 31 2021,Platte,MO,Passenger,1,0,1,18,19,5.26
October 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25
November 30 2023,Cowlitz,WA,Truck,13,0,13,27966,27979,0.05
November 30 2017,Garfield,WA,Passenger,1,0,1,1315,1316,0.08
February 29 2024,Charleston,SC,Passenger,0,2,2,51,53,3.77
April 30 2024,Cache,UT,Passenger,1,0,1,10,11,9.09
July 31 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
April 30 2021,Clackamas,OR,Passenger,2,0,2,196,198,1.01
March 31 2024,Harford,MD,Passenger,2,1,3,43,46,6.52
October 31 2020,Kootenai,ID,Passenger,0,1,1,227,228,0.44
August 31 2023,Flathead,MT,Passenger,1,0,1,28,29,3.45
October 31 2017,Kent,MI,Passenger,0,1,1,35,36,2.78
November 30 2023,King,WA,Passenger,67777,16378,84155,1315687,1399842,6.01
April 30 2020,Loudoun,VA,Passenger,1,0,1,91,92,1.09
June 30 2023,Isle of Wight,VA,Passenger,0,1,1,18,19,5.26
October 31 2018,Walla Walla,WA,Passenger,36,49,85,35978,36063,0.24
May 31 2023,San Juan,WA,Passenger,608,177,785,13803,14588,5.38
July 31 2020,Lincoln,WA,Truck,0,0,0,4655,4655,0
July 31 2021,Deschutes,OR,Passenger,1,0,1,137,138,0.72
June 30 2020,Montgomery,OH,Passenger,0,1,1,49,50,2
December 31 2022,St. Lawrence,NY,Passenger,1,0,1,5,6,16.67
August 31 2024,Ferry,WA,Passenger,32,4,36,4235,4271,0.84
December 31 2022,Adams,WA,Passenger,23,11,34,12979,13013,0.26
June 30 2017,Hawaii,HI,Passenger,1,0,1,85,86,1.16
February 29 2020,DeKalb,GA,Passenger,1,0,1,89,90,1.11
December 31 2021,Wahkiakum,WA,Truck,0,0,0,1821,1821,0
August 31 2019,Palm Beach,FL,Passenger,0,2,2,89,91,2.2
October 31 2019,Dakota,MN,Passenger,0,1,1,38,39,2.56
December 31 2024,Harford,MD,Passenger,2,0,2,37,39,5.13
November 30 2024,Stevens,WA,Passenger,170,92,262,29028,29290,0.89
July 31 2022,Alexandria,VA,Passenger,5,0,5,116,121,4.13
June 30 2022,Sonoma,CA,Passenger,0,1,1,90,91,1.1
July 31 2023,Otero,NM,Passenger,0,1,1,25,26,3.85
June 30 2021,Pima,AZ,Passenger,2,1,3,323,326,0.92
April 30 2017,Skamania,WA,Truck,0,0,0,3872,3872,0
February 28 2018,San Mateo,CA,Passenger,0,1,1,140,141,0.71
November 30 2018,Sacramento,CA,Passenger,0,1,1,316,317,0.32
August 31 2017,Palm Beach,FL,Passenger,0,2,2,100,102,1.96
November 30 2023,Kittitas,WA,Truck,19,0,19,14610,14629,0.13
July 31 2022,Boulder,CO,Passenger,2,0,2,47,49,4.08
December 31 2019,Whitman,WA,Truck,0,0,0,8577,8577,0
May 31 2020,Calvert,MD,Passenger,0,2,2,90,92,2.17
September 30 2020,Franklin,WA,Truck,0,0,0,20275,20275,0
June 30 2020,Douglas,WA,Truck,0,0,0,12304,12304,0
September 30 2022,Skamania,WA,Truck,0,0,0,3902,3902,0
May 31 2022,Walla Walla,WA,Passenger,171,96,267,35909,36176,0.74
November 30 2022,Franklin,OH,Passenger,1,0,1,67,68,1.47
December 31 2023,Essex,MA,Passenger,1,0,1,14,15,6.67
August 31 2024,Carroll,MD,Passenger,0,1,1,12,13,7.69
December 31 2018,Grant,WA,Passenger,32,50,82,64182,64264,0.13
June 30 2021,Franklin,WA,Passenger,123,97,220,61965,62185,0.35
April 30 2019,Skamania,WA,Passenger,21,16,37,8704,8741,0.42
February 29 2024,Kittitas,WA,Truck,24,0,24,14641,14665,0.16
March 31 2021,Marion,IN,Passenger,1,0,1,66,67,1.49
August 31 2020,Collier,FL,Passenger,1,0,1,24,25,4
September 30 2023,Allen,IN,Passenger,1,0,1,10,11,9.09
January 31 2022,Carroll,NH,Passenger,0,1,1,3,4,25
May 31 2019,Anne Arundel,MD,Passenger,1,1,2,439,441,0.45
May 31 2019,Boulder,CO,Passenger,1,0,1,47,48,2.08
January 31 2018,Okanogan,WA,Truck,0,0,0,16333,16333,0
March 31 2024,San Luis Obispo,CA,Passenger,0,1,1,39,40,2.5
July 31 2020,Shasta,CA,Passenger,1,0,1,38,39,2.56
December 31 2020,Adams,WA,Truck,0,0,0,5335,5335,0
December 31 2023,Isle of Wight,VA,Passenger,0,1,1,17,18,5.56
January 31 2025,Volusia,FL,Truck,1,0,1,4,5,20
September 30 2019,Clark,WA,Truck,0,0,0,80926,80926,0
May 31 2018,Yakima,WA,Truck,0,0,0,58325,58325,0
February 28 2019,Columbia,WA,Passenger,2,2,4,2431,2435,0.16
May 31 2017,Wayne,MI,Passenger,0,1,1,69,70,1.43
March 31 2017,Bergen,NJ,Passenger,0,2,2,32,34,5.88
May 31 2023,Brown,WI,Passenger,1,0,1,5,6,16.67
June 30 2020,Rogers,OK,Passenger,1,0,1,10,11,9.09
April 30 2019,Franklin,WA,Passenger,52,66,118,59447,59565,0.2
May 31 2021,San Juan,WA,Truck,0,0,0,5922,5922,0
January 31 2019,Anne Arundel,MD,Passenger,0,1,1,446,447,0.22
December 31 2020,Philadelphia,PA,Passenger,1,0,1,68,69,1.45
May 31 2020,Benton,WA,Passenger,353,322,675,134092,134767,0.5
January 31 2020,San Juan,WA,Passenger,265,83,348,14393,14741,2.36
February 29 2024,Whatcom,WA,Truck,102,0,102,42457,42559,0.24
February 29 2024,Klickitat,WA,Truck,15,0,15,8168,8183,0.18
July 31 2023,Palm Beach,FL,Passenger,2,1,3,52,55,5.45
December 31 2022,Marion,IN,Passenger,1,0,1,42,43,2.33
October 31 2020,Collier,FL,Passenger,1,0,1,24,25,4
November 30 2024,Douglas,NE,Passenger,1,1,2,18,20,10
April 30 2017,Kittitas,WA,Truck,0,0,0,13481,13481,0
November 30 2019,Oklahoma,OK,Passenger,0,1,1,138,139,0.72
October 31 2018,Pima,AZ,Passenger,1,1,2,439,441,0.45
January 31 2019,Contra Costa,CA,Passenger,1,1,2,393,395,0.51
January 31 2024,Douglas,CO,Passenger,0,3,3,55,58,5.17
February 29 2020,Muskogee,OK,Passenger,0,1,1,1,2,50
February 29 2020,Snohomish,WA,Passenger,4300,1719,6019,537870,543889,1.11
